gene	chr	start	end	expression_CCLE	replication_time	noncoding_mutation_rate	local_GC_content	HiC_compartment	local_gene_density	wgs_mean_depth	wgs_percent_20x	capture_on_target_rate	capture_mean_depth	capture_pct200	capture_mean_percentGC
NUP133	1	229577045	229644088	249615.8	277	0.000002776061	0.439055	0.02474296	7	52.54054	97.02703	0.8849635	103.9738	8.413115	38.09267
NUP153	6	17615269	17706818	474858.1	267	0.000002684793	0.41641	0.01207242	5	49.64865	96.75676	0.9256155	132.8525	15.61967	39.28602
NUP155	5	37291941	37371197	339666	151	0.000003194295	0.403985	0.0245388	5	54.13514	94.83784	0.8781621	130.3377	16.82951	37.23246
NUP160	11	47799671	47870057	931838.8	158	0.000002633292	0.43865	0.01422336	23	52.72973	97.05405	0.8605041	123.5902	12.66885	40.10221
NUP188	9	131709977	131769374	1517799	203	0.000002181759	0.49462	0.02873151	32	51.16216	97.02703	0.8918844	157.1279	22.31803	49.0551
NUP205	7	135242662	135333489	521420.8	326	0.000002968175	0.403545	0.01429613	9	50.56757	96.02703	0.9054743	145.0918	18.11148	39.79497
NUP210	3	13357737	13461809	359039.1	285	0.000002145237	0.524485	0.04813333	8	44.56757	89.24324	0.8919997	108.6361	12.82623	55.77819
NUP210L	1	153965170	154127592	2028800	184	0.000002701422	0.45215	0.03667044	35	54.67568	97.59459	0.8910843	166.4459	24.81967	40.29094
NUP214	9	134000981	134109090	759062.9	213	0.000002583836	0.4692	0.04554178	10	50.59459	97	0.905217	154.2754	20.97705	47.28302
NUP35	2	183989083	184026407	349830.6	524	0.000004055301	0.386915	0.01099	6	47.32432	96.18919	0.8742031	107.3607	10.94426	38.07246
NUP37	12	102467975	102512361	232146.1	467	0.000003202565	0.375385	0.009257598	12	49.72973	97	0.877063	106.859	10.8918	37.07226
NUP43	6	150045459	150067688	425806.8	234	0.000002329598	0.41725	0.03887849	10	51.72973	97.83784	0.9114981	132.6426	18.60984	43.95367
NUP50	22	45559726	45583888	395347.5	362	0.000002477960	0.46677	-0.01342201	9	54.94595	98	0.9020128	106.2492	6.980328	42.24617
NUP54	4	77035818	77069655	525211.5	403	0.000001887751	0.39313	0.03840043	15	44.32432	92.48649	0.9148298	134.1148	16.32459	37.58692
NUP62	19	50410086	50432786	1679101	205	0.000002808024	0.55405	0.04451574	53	41.24324	83.13514	0.9751637	180.8623	31.1082	59.99552
NUP62CL	23	106366658	106449670	227679.5	NaN	0.000002477881	0.375895	0.03231948	9	31.37838	81.97297	0.705441	162.3967	26.32131	38.36155
NUP85	17	73201597	73231854	1723762	171	0.000002458712	0.48733	0.0311725	37	52.86486	97.24324	0.8753352	149.1377	23.3541	50.79348
NUP88	17	5289420	5322996	1179795	474	0.000002556632	0.430745	0.02412775	40	47.40541	95.43243	0.8931952	124.5672	15.82295	40.21936
NUP93	16	56764017	56878676	706254.2	143	0.000001863977	0.452615	0.0262063	19	52.02703	98.05405	0.8752782	130.0754	15.54754	46.75734
NUP98	11	3696241	3819022	449629.8	310	0.000004806256	0.4549567	0.02455409	15	49.75676	96.72973	0.913374	132.3541	16.99344	43.77942
NUPL1	13	25875666	25916560	331109.5	381	0.000003655067	0.41012	0.03688095	8	42.54054	91.89189	0.8830056	125.7705	13.99344	37.81704
NUPL2	7	23221446	23240629	509506	218	0.000003110343	0.39219	0.02281966	8	50.86486	94.72973	0.9050591	111.7016	12.74754	40.46932
NUPR1	16	28548662	28550495	1133167	269	0.000004922755	0.50141	0.06323658	11	44.83784	94.24324	0.8842409	223.3836	44.23607	60.4783
NUS1	6	117996617	118031884	190018.5	639	0.000004121353	0.38646	0.003459856	7	40.18919	76.48649	0.7980422	85.5541	9.37377	40.08886
NUSAP1	15	41624926	41673247	897414.2	237	0.000001826006	0.43917	0.02380313	24	50.16216	98.10811	0.8270309	43.08197	0.4032787	41.03342
NUTF2	16	67880819	67905218	959655	143	0.000001653841	0.510635	0.04943392	43	51.48649	97.75676	0.8478345	191.6262	32.15082	51.51859
NVL	1	224415037	224517872	626336.3	139	0.000003312707	0.436195	0.01592614	8	50.78378	97.24324	0.8646005	114.1607	10.25246	39.77491
NWD1	19	16830787	16928773	947232.7	293	0.000002368842	0.48392	0.03523856	21	47.62162	93.7027	0.9087148	127.5213	14.94754	54.058
NXF1	11	62559598	62572964	2405109	248	0.000002734256	0.49137	0.04371955	38	52.89189	96.97297	0.9177315	148.8393	22.44262	49.91743
NXF2B	23	101470280	101726732	95507.35	NaN	0.000004092773	0.4128475	0.006002854	16	31	73.62162	0.8736743	223.3803	47.10164	48.99682
NXF3	23	102330752	102348022	456169.4	NaN	0.000002940605	0.40709	0.01587391	11	32.7027	81.40541	0.8185801	179.0197	31.30164	49.90697
NXF5	23	101087085	101112549	272029.1	NaN	0.000004043751	0.3918	0.02336963	18	30.86486	76.32432	0.7929587	191.1639	34.47213	48.12967
NXN	17	702586	883010	941399.6	376	0.000003304769	0.502735	0.01473171	12	34.62162	70.16216	0.7497962	63.48197	2.396721	56.75318
NXNL1	19	17566236	17571725	899127.1	211	0.000002763080	0.51846	0.02567631	29	37.18919	75.13514	0.9397286	75.07869	5.704918	60.79761
NXNL2	9	91150016	91190703	130577.3	438	0.000003760209	0.43083	0.0007485544	8	34.72973	61.59459	0.7269749	42.6623	0	69.11593
NXPH1	7	8473585	8792592	85530.23	915	0.000005410408	0.3781725	-0.01059523	4	59.83784	98.35135	0.7353494	89.24918	4.996721	45.69412
NXPH2	2	139426729	139537811	69057.12	672	0.000005561404	0.390145	-0.003833649	3	52.13514	93.08108	0.8900143	83.2918	8.127869	48.76941
NXPH3	17	47653298	47661169	1007676	348	0.000002451265	0.51858	0.02617832	19	44.43243	86.83784	0.9172543	104.5803	8.009836	60.14447
NXPH4	12	57610578	57620231	2162032	238	0.000002180452	0.57192	0.05820646	31	35.10811	61.54054	0.9122905	66.40984	5.085246	62.68832
NXT1	20	23331373	23335408	188823.4	688	0.000004249964	0.4749	-0.02165926	7	54.7027	97.62162	0.9493393	122.3213	10.81639	51.98535
NXT2	23	108779010	108787913	133687.8	NaN	0.000003109269	0.39133	0.03025717	4	30.27027	77.24324	0.875128	95.61311	10.92131	39.05297
NYNRIN	14	24867992	24888493	897133.1	265	0.000002228266	0.50852	0.03974847	42	50.51351	92.54054	0.9586015	81.46557	6.983607	58.9872
NYX	23	41306713	41334905	590228.4	NaN	0.000002207092	0.45993	0.05359674	7	16.35135	29.94595	0.6444746	17.48525	0.02295082	67.21307
OAF	11	120081747	120100649	323730.5	198	0.000002323677	0.50397	0.03108501	10	37.91892	77.13514	0.8808738	86.74426	5.855738	63.03549
OAS1	12	113344739	113357711	621549.8	527	0.000002737497	0.44854	0.02169648	10	54.02703	98.97297	0.9082034	146.0656	16.13443	51.89555
OAS2	12	113416274	113449527	605959.8	433	0.000002835561	0.44712	0.05371103	10	55.83784	99.16216	0.9033113	189.2197	30.66557	46.30664
OAS3	12	113376249	113411052	613754.8	433	0.000002786529	0.44783	0.03770376	10	50.08108	96.40541	0.8948162	85.71803	10.21311	56.89342
OASL	12	121458095	121476780	1225663	380	0.000002702764	0.48227	0.03999632	24	53	98.32432	0.9259249	111.6623	9.206557	52.92278
OAT	10	126085872	126107545	280861.9	543	0.000002425988	0.48502	0.01594566	4	46.89189	94.81081	0.9169675	104.3869	9.642623	40.70022
OAZ1	19	2269520	2273486	1603571	240	0.000002622289	0.58741	0.02653367	35	36.13514	69.59459	0.8822081	18.5541	0	60.69501
OAZ2	15	64979773	64995462	847145.8	269	0.000002182539	0.42019	0.04192424	11	50.54054	92.2973	0.8437412	58.18033	9.44918	49.8672
OAZ3	1	151735445	151743805	1062482	255	0.000002656824	0.46247	0.02914234	35	51.83784	89.81081	0.8907518	142.2787	25.58361	51.83327
OBFC1	10	105637320	105678045	529915.2	300	0.000001870161	0.47594	0.0288695	14	51.78378	97.62162	0.8690505	112.4951	10.74754	44.6019
NABP1	2	192542861	192553247	160466.3	461	0.000002885004	0.38844	0.02007273	5	44.86486	93.97297	0.8648469	87.07541	5.006557	39.57426
NABP2	12	56618125	56623637	2878071	171	0.000002398426	0.50215	0.04592243	42	49.35135	95	0.9018822	142.9443	18.52787	51.11605
OBP2A	9	138437985	138441814	327501	539	0.000003517138	0.53143	0.03661005	10	41.40541	82.91892	0.8262899	78.20328	3.859016	59.24873
OBP2B	9	136080667	136084628	1875784	397	0.000002528105	0.55405	0.05146244	16	42.62162	82.40541	0.8398593	90.32787	7.593443	59.40596
OBSCN	1	228395861	228566575	698625.5	316	0.000002675860	0.5268233	0.009301483	14	44.81081	83.81081	0.898037	60.90492	3.970492	60.71372
OBSL1	2	220415451	220436268	548993.8	487	0.000002502161	0.56582	0.03483973	40	39.56757	73.7027	0.9328316	51.23279	3.127869	61.8306
OC90	8	133036467	133071627	100915.7	999	0.000006192886	0.36552	0.005998939	3	61.02703	97.91892	0.8170834	76.66557	6.281967	51.48024
OCA2	15	28000025	28344458	154909.3	1141	0.000004379013	0.4355975	-0.06086409	2	49.35135	96.24324	0.746856	89.09836	6.577049	47.94761
OCEL1	19	17337055	17340027	865137.5	212	0.000002664102	0.53091	0.03834604	21	39.2973	78.48649	0.9105186	112.4656	15.2	58.45683
OCIAD1	4	48833060	48863833	257328.4	372	0.000007504595	0.40499	0.06341437	11	45.62162	95.18919	0.8598499	126.7082	14.08525	34.16439
OCIAD2	4	48887407	48908815	256816.8	372	0.000008277733	0.405525	0.06063053	11	45.59459	87.89189	0.8785144	174.1672	31.65902	38.42264
OCLM	1	186369704	186370586	277881.6	399	0.000003740649	0.35799	-0.01368128	5	52.75676	98.7027	0.8808977	177.377	39.12459	34.92757
OCLN	5	68788119	68850130	502558.8	312	0.000001989311	0.42315	0.0320905	12	46.10811	94.08108	0.9019694	183.6656	35.10164	40.50345
OCM	7	5920429	5925993	2208864	358	0.000002871006	0.46679	0.032294	12	51.91892	97	0.8531855	126.8852	13.47541	47.28904
OCM2	7	97614015	97619416	451365	522	0.000005085963	0.46405	0.02500887	4	54	99.05405	0.8622751	132.7213	16.63607	47.28273
OCRL	23	128674252	128726528	330789.3	NaN	0.000003114891	0.395825	0.02214615	3	33.21622	83.54054	0.8960429	129.5803	16.79672	41.85712
ODAM	4	71062244	71070292	181352.2	975	0.000003563675	0.33335	0.01180021	14	45.40541	92.51351	0.8827197	105.4066	11.92131	40.65214
ODC1	2	10580508	10588453	732058.7	270	0.000001989878	0.51626	0.04706115	12	57	98.24324	0.9255693	163.2328	22.91475	42.13994
ODF1	8	103563848	103573245	525391.8	236	0.000002779873	0.43642	0.0554502	5	61.54054	98.59459	0.9478122	173.8918	28.6	47.94945
ODF2	9	131218432	131263238	1916608	160	0.000002010545	0.51958	0.03532027	32	50.64865	97.94595	0.8568459	102.6	9.534426	53.79979
ODF2L	1	86812508	86862025	218105	874	0.000002768783	0.36152	-0.01820806	6	38.05405	85.86486	0.9018707	76.19672	2.04918	33.17342
ODF3	11	196761	200256	1233553	437	0.000003292690	0.4434333	0.01723723	44	43.51351	88.91892	0.8916704	51.40984	0.8688525	61.70291
ODF3L1	15	76016319	76020027	569836	231	0.000002650799	0.55408	0.04369609	23	47.02703	90.35135	0.9179167	140.3443	19.6	59.39505
ODF3L2	19	463347	474983	1370962	423	0.000004534822	0.56203	-0.02419401	31	35.89189	63.64865	0.8375174	46.18361	6.859016	64.9835
ODF4	17	8243188	8249363	772200	257	0.000002623587	0.50676	0.01986653	53	48	94.59459	0.9168531	136.2393	22.13443	51.29031
TENM1	23	123509757	124097666	121229	NaN	0.000004280995	0.3730883	-0.01287236	4	32.35135	82	0.9293543	134.8951	18.30164	43.78738
TENM2	5	166711843	167691161	71442.96	880	0.000003973821	0.400023	-0.01015362	1	47.7027	94.27027	0.8665537	114.9148	16.59672	51.18947
TENM3	4	183245137	183724177	144639.7	636	0.000004267668	0.3949533	-0.02016015	1	46.05405	93	0.8979525	85.07541	7.367213	45.08963
TENM4	11	78364329	79151695	78290.38	871	0.000002975576	0.4395189	-0.0003481845	6	51.48649	95.43243	0.8472664	100.2328	11.8918	51.73367
OFD1	23	13752832	13787479	135235.4	NaN	0.000002138065	0.4172	0.04802851	13	33.37838	82.7027	0.8972869	107.4951	11.34754	39.72334
OGDH	7	44646121	44748668	1420793	179	0.000002583629	0.47411	0.05551484	20	52	94.94595	0.8912813	124.5934	14.64918	53.99065
OGDHL	10	50942688	50970425	251870.9	545	0.000004297694	0.45259	0.01483531	14	46.40541	89.78378	0.9072387	99.85902	9.272131	59.49598
OGFOD1	16	56485424	56511406	523951.5	285	0.000002343639	0.440565	0.0126203	10	52.2973	97.64865	0.8837463	118.5967	13.58361	43.4919
OGFOD2	12	123459354	123464588	1093113	196	0.000002334991	0.48981	0.04669136	21	44.48649	82.7027	0.9277619	69.16721	1.170492	63.13702
OGFR	20	61436177	61445351	1044503	208	0.000003446670	0.57293	0.0477428	22	40.24324	73.24324	0.857934	44.56066	1.754098	61.92677
OGFRL1	6	71998477	72011971	132567.5	459	0.000003838363	0.37888	-0.01363843	5	44.32432	86.13514	0.9197368	143.3541	15.28852	37.47674
OGG1	3	9791628	9808352	954590	264	0.000002125631	0.486155	0.03867729	11	45	91.08108	0.9163233	112.1541	13.63607	55.59599
OGN	9	95146251	95166937	537639.2	574	0.000002116379	0.39432	0.04691537	7	49.94595	98.2973	0.8755867	94.82623	7.406557	34.54306
OGT	23	70752912	70795747	749568.3	NaN	0.000002888519	0.43152	0.0264799	15	31.56757	82.24324	0.9155069	76.62295	4.531148	39.55349
OIP5	15	41601468	41624819	897414.2	237	0.000001826006	0.43917	0.02380313	24	47.37838	91.10811	0.8671453	86.20328	4.527869	50.72998
OIT3	10	74653339	74692787	635146.5	291	0.000001695876	0.38194	0.03815922	10	50.24324	96.56757	0.8290945	161.1475	25.81311	49.98218
OLA1	2	174937176	175113365	389793.4	418	0.000002007074	0.3917133	0.02618008	4	47.13514	96.13514	0.8179531	94.40656	4.898361	35.09698
OLAH	10	15085895	15115851	255576.3	571	0.000003335957	0.4427	0.02808623	12	52.59459	98.45946	0.8688574	102.823	8.77377	37.07325
OLFM1	9	137967089	138013031	199862.2	446	0.000003871685	0.527865	0.02771747	6	48	92.81081	0.8010095	86.63607	3.914754	52.32128
OLFM2	19	9964395	10047070	1143339	469	0.000002710967	0.494335	-0.01270147	23	44.45946	86.91892	0.8755743	74.90492	3.977049	59.98479
OLFM3	1	102268127	102462790	66874.62	991	0.000006697811	0.3509767	-0.01484514	4	48.7027	97.27027	0.8600791	113.4656	11.3541	42.16491
OLFM4	13	53602972	53626186	207557.2	842	0.000004752043	0.41764	0.002356263	10	52.78378	98.72973	0.9470833	143.9148	20.3541	45.15738
OLFML1	11	7506600	7532604	108110.2	869	0.000003370853	0.44802	0.01074794	21	53.21622	98.83784	0.9333421	98.16721	5.393443	47.02384
OLFML2A	9	127539437	127577157	1076828	207	0.000002145008	0.41748	0.02613578	8	41.27027	82.75676	0.9025929	73.8623	3.629508	60.88895
OLFML2B	1	161952984	161993644	407279	388	0.000003320637	0.39549	0.01491068	33	55.40541	97.81081	0.9058388	168.9639	26.7082	54.37763
OLFML3	1	114522030	114524875	365515.8	596	0.000002252285	0.42442	0.0067368	10	45.89189	95.16216	0.9574784	91.87213	4.337705	55.94765
OLIG1	21	34442450	34444727	801942.5	554	0.000002055494	0.47529	0.06553535	11	14.35135	27.45946	0.8497962	9.963934	0	68.58481
OLIG2	21	34398239	34401500	824829.6	554	0.000002071270	0.45261	0.06107683	10	29.2973	54.43243	0.9368114	21.64262	0	65.28684
OLIG3	6	137813336	137815531	210172.8	486	0.000002521679	0.40133	0.02898485	7	39.81081	70.32432	0.978414	88.5541	8.878689	59.49352
OLR1	12	10310899	10324790	397576.8	398	0.000003350743	0.40215	0.01849326	16	59.18919	98.89189	0.9075973	172.1246	31.17377	41.99508
OMA1	1	58946392	59012446	301226.8	564	0.000002219772	0.410265	-0.003236622	2	40.54054	91.37838	0.9250679	117.0525	10.89836	36.11031
OMD	9	95176528	95186836	537639.2	574	0.000002116379	0.39432	0.04691537	7	49.2973	92.86486	0.9816467	140.082	18.67541	34.97729
OMG	17	29621669	29624380	473618.8	396	0.000002216780	0.36988	0.02693462	12	60.78378	99.2973	0.9883433	232.5934	48.73115	39.34596
OMP	11	76813886	76814376	437413.1	450	0.000002173539	0.5379	0.03966939	10	89.67568	74.59459	1	76.66557	3.960656	61.23369
ONECUT1	15	53049353	53082209	294072.5	514	0.000003256513	0.40321	0.01751079	11	40.35135	72.7027	0.9465801	129.7475	17.99344	56.5464
ONECUT2	18	55102917	55158529	300344	480	0.000002871019	0.42531	0.01485598	4	33.18919	64.08108	0.9225763	60.42951	1.881967	61.43697
ONECUT3	19	1753662	1775443	2133722	262	0.000002392692	0.55497	0.03165156	42	25.10811	44	0.2932824	10.62295	0	62.20881
OOEP	6	74078282	74079515	732412.9	446	0.000002655157	0.44364	0.01791176	7	48.83784	91.13514	0.90971	90.37049	5.268852	57.49811
OPA1	3	193310933	193415599	148817	456	0.000003092257	0.38773	0.01179366	6	61.24324	95.13514	0.8582327	118.7016	13.41639	35.04281
OPA3	19	46031027	46088122	1107927	194	0.000002114001	0.5176	0.04370957	34	40.86486	69.78378	0.8859638	110.9902	13.05902	61.78092
OPALIN	10	98102977	98119092	799460.4	684	0.000001934998	0.44105	0.03795087	12	47.45946	95.67568	0.8524528	153.1508	24.81311	44.19765
OPCML	11	132284877	133402403	9309.846	1074	0.000006452377	0.4189162	-0.01920406	2	50.72973	93.51351	0.5890536	98.35738	6.085246	52.21022
OPHN1	23	67262188	67653299	186481.2	NaN	0.000003406518	0.39338	-0.01292004	2	32.10811	84.2973	0.6146285	65.17377	2.665574	42.77272
OPLAH	8	145106167	145115584	2720766	211	0.000003330459	0.56355	0.02653573	36	45.2973	71.97297	0.9479013	38.08197	0.5114754	65.79332
OPN1LW	23	153409725	153424505	2438903	NaN	0.000002743501	0.48184	0.01722316	30	26.37838	60.27027	0.8866966	187.6918	33.61311	56.40456
OPN1MW2	23	153448085	153498753	2438903	NaN	0.000002743501	0.48184	0.01722316	30	28.16216	59.56757	0.6549978	181.9967	32.37705	56.98274
OPN1SW	7	128412545	128415844	830283.3	310	0.000002656730	0.44242	0.0353425	14	51.05405	97.10811	0.938787	111.9311	10.83279	51.34358
OPN3	1	241756453	241803701	172336.8	341	0.000005826661	0.38251	-0.01331159	5	53.51351	92.64865	0.9662104	165.3148	29.24918	40.59295
OPN4	10	88414314	88426214	352918.3	192	0.000002571561	0.49289	0.02725873	4	44.89189	89.7027	0.8793775	87.41967	6.232787	58.99459
OPN5	6	47749798	47794114	173531.9	829	0.000003927667	0.38765	-0.004064472	8	55.27027	99.40541	0.9082629	138.3311	17.25246	44.27728
OPRD1	1	29138654	29190208	765350.3	208	0.000001773070	0.46749	0.02748206	19	38.59459	72.81081	0.8746325	66.58033	6.209836	56.41701
OPRK1	8	54138276	54164194	147912.1	861	0.000004714313	0.38501	-0.01441774	5	56.83784	88.32432	0.9161574	83.37377	4.160656	48.89982
OPRM1	6	154331636	154568001	44509.15	878	0.000004005748	0.3822933	0.0003188066	2	54.40541	97.78378	0.8893899	152.7541	25.39672	43.92701
OPTC	1	203463271	203478077	529604.8	314	0.000002479477	0.45315	0.02802603	19	51.86486	97.56757	0.8694694	122.5902	14.49508	54.68574
OPTN	10	13142082	13180276	244367.5	372	0.000002750202	0.43133	0.01606117	6	50.72973	97.16216	0.8405625	98.88525	6.881967	45.17024
OR10A2	11	6890986	6891897	427461.7	681	0.000003195978	0.38554	0.00797676	33	56.32432	99.27027	1	272.4689	68.28852	46.99008
OR10A3	11	7960124	7961067	105341.2	679	0.000003128457	0.38598	0.006089992	13	57.91892	99.81081	1	108.541	6.881967	42.97457
OR10A4	11	6897856	6898850	427461.7	681	0.000003195978	0.38554	0.00797676	33	53.27027	98.91892	0.9912947	178.2787	28.79344	47.34908
OR10A5	11	6866914	6867867	427461.7	681	0.000003195978	0.38554	0.00797676	33	57.67568	99.48649	1	263.4852	64.67541	45.93388
OR10A6	11	7949266	7950209	105341.2	679	0.000003128457	0.38598	0.006089992	13	50.72973	98.24324	1	114.7508	7.767213	41.0632
OR10A7	12	55614809	55615758	411183	816	0.000003714948	0.3534	-0.001194467	17	54.16216	98.59459	1	202.7246	38.82951	41.14598
OR10AD1	12	48596122	48597075	511391.6	352	0.000002507148	0.41269	0.0320279	14	59.54054	99.78378	1	71.8623	2.357377	51.16945
OR10AG1	11	55735035	55735939	4262.231	1044	0.000009748323	0.35961	-0.03951915	21	51.54054	98.75676	1	94.87541	2.642623	35.97869
OR10C1	6	29407793	29408730	404210.2	854	0.000003864800	0.38884	0.02122693	16	47.67568	94.72973	1	232.4852	45.18361	56.85702
OR10G2	14	22102067	22102998	658945.9	624	0.000003170495	0.4032	0.01951088	28	48.81081	93.83784	1	108.3672	9.622951	49.91776
OR10G3	14	22037935	22038875	707623.5	533	0.000003132032	0.44701	0.02205468	29	51.67568	96.56757	1	116.6262	12.45246	52.29763
OR10G4	11	123886282	123887215	107523.8	830	0.000004326104	0.36076	-0.005046627	14	50.10811	94.83784	1	233.1246	48.87213	53.67372
OR10G7	11	123908773	123909708	158395.9	830	0.000004310458	0.38164	-0.009757031	16	46.56757	95.10811	1	228.5934	49.16721	53.72581
OR10G8	11	123900330	123901265	158395.9	830	0.000004310458	0.38164	-0.009757031	16	48.97297	94.2973	0.998924	200.1639	38.73115	53.01632
OR10G9	11	123893720	123894653	107523.8	830	0.000004326104	0.36076	-0.005046627	14	47.64865	95.21622	1	244.1607	56.4459	53.03408
OR10H1	19	15917817	15918936	808269.3	590	0.000003149154	0.45009	0.01773279	24	49.94595	95.24324	0.9936942	136.4754	12.9377	55.86642
OR10H2	19	15838834	15839862	878286.5	605	0.000003221487	0.44396	0.01285889	25	50.97297	95.64865	0.9880041	166.7902	23.34426	56.14358
OR10H3	19	15852203	15853151	878286.5	605	0.000003221487	0.44396	0.01285889	25	54.45946	98.10811	1	314.1082	69.20984	48.74698
OR10H4	19	16059818	16060767	843514.9	575	0.000003076751	0.45522	0.0116796	24	54.05405	98.83784	1	304.9869	68.23934	48.78796
OR10H5	19	15904859	15905805	808269.3	590	0.000003149154	0.45009	0.01773279	24	47.40541	93.13514	1	142.3311	16.63607	57.68863
OR10J1	1	159409512	159410599	347588.2	699	0.000004839474	0.37772	-0.005108224	19	61.78378	99.54054	0.9965814	188.5869	35.3377	45.2394
OR10J3	1	159283462	159284449	285980.2	737	0.000005425678	0.41863	-0.00596719	24	62.48649	99.81081	1	165.7016	25.31803	45.98806
OR10J5	1	159504870	159505797	492825.2	646	0.000004557769	0.37935	-0.004281544	17	61.32432	99.59459	1	127.3705	10.82951	42.48033
OR10K1	1	158435352	158436291	177012.9	929	0.000006463875	0.35757	0.007363698	16	57.94595	99	1	209.8721	42.68525	47.74323
OR10K2	1	158389720	158390656	135429.3	902	0.000006460642	0.39681	0.00490778	14	56.10811	99.51351	1	143.7049	17.89836	45.975
